age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
52,management,married,tertiary,false,0,true,false,cellular,9,jul,197,1,-1,0,unknown,false
35,management,married,tertiary,false,175,true,false,cellular,7,aug,257,2,-1,0,unknown,false
35,technician,married,secondary,false,-259,true,false,cellular,29,jan,381,1,247,2,failure,false
32,management,married,secondary,false,6217,true,true,unknown,21,may,486,2,-1,0,unknown,false
42,technician,married,secondary,false,-1310,true,true,unknown,28,may,162,1,-1,0,unknown,false
59,blue-collar,married,unknown,false,139,false,false,unknown,5,jun,153,1,-1,0,unknown,false
44,technician,single,secondary,false,7138,false,false,cellular,8,aug,809,2,-1,0,unknown,true
50,admin.,divorced,secondary,false,1111,true,false,cellular,17,apr,50,1,-1,0,unknown,false
27,blue-collar,single,secondary,false,113,false,false,cellular,22,jul,39,17,-1,0,unknown,false
55,management,divorced,tertiary,false,-612,false,false,cellular,26,aug,131,2,-1,0,unknown,false
54,blue-collar,married,unknown,false,310,true,false,telephone,28,jan,526,4,258,3,other,false
31,unemployed,single,secondary,false,-186,true,false,unknown,26,may,172,3,-1,0,unknown,false
56,admin.,married,unknown,false,2038,false,false,cellular,8,feb,405,1,305,1,success,false
51,self-employed,married,tertiary,false,833,false,false,cellular,31,jul,77,3,-1,0,unknown,false
61,blue-collar,married,primary,false,625,true,false,unknown,19,may,158,2,-1,0,unknown,false
34,technician,single,secondary,false,105,true,false,cellular,7,may,146,2,171,3,failure,false
56,blue-collar,married,primary,false,551,false,false,unknown,29,may,27,1,-1,0,unknown,false
29,student,single,unknown,false,145,false,false,cellular,14,aug,105,1,-1,0,unknown,false
34,management,single,tertiary,false,618,true,false,unknown,3,jun,119,4,-1,0,unknown,false
35,services,single,secondary,false,1063,true,true,cellular,16,apr,327,1,-1,0,unknown,false
56,admin.,divorced,secondary,false,985,false,true,cellular,18,aug,150,2,-1,0,unknown,false
45,blue-collar,married,secondary,false,2926,true,true,cellular,19,nov,482,3,120,2,failure,false
31,admin.,single,secondary,false,-449,true,false,unknown,28,may,81,2,-1,0,unknown,false
37,entrepreneur,divorced,tertiary,false,66,false,false,cellular,18,nov,1164,2,-1,0,unknown,true
43,admin.,married,secondary,false,0,true,false,cellular,17,jul,674,3,-1,0,unknown,false
40,management,married,unknown,false,419,true,false,cellular,10,jul,347,1,-1,0,unknown,false
44,management,married,primary,false,4758,true,false,cellular,22,jul,712,6,-1,0,unknown,true
38,admin.,single,secondary,false,-23,false,false,cellular,20,nov,48,2,-1,0,unknown,false
58,management,divorced,tertiary,false,1573,true,true,cellular,17,nov,279,1,-1,0,unknown,false
24,blue-collar,single,secondary,false,77,true,false,unknown,16,may,236,2,-1,0,unknown,false
53,services,married,secondary,false,1378,true,false,cellular,18,jul,91,2,-1,0,unknown,false
36,blue-collar,married,secondary,false,-73,true,true,cellular,18,may,15,8,-1,0,unknown,false
28,blue-collar,married,primary,false,60,true,false,cellular,6,may,161,1,337,1,failure,false
45,blue-collar,married,primary,false,137,true,true,unknown,16,may,187,19,-1,0,unknown,false
32,admin.,single,tertiary,false,1583,true,false,cellular,19,nov,100,1,182,1,failure,false
46,admin.,married,secondary,false,-121,true,true,cellular,8,jul,214,4,-1,0,unknown,false
28,blue-collar,single,secondary,false,1065,true,true,cellular,17,apr,406,1,317,1,failure,false
51,unemployed,married,secondary,false,-13,true,false,cellular,13,may,361,1,364,1,failure,false
51,blue-collar,married,primary,false,1869,false,false,unknown,17,jun,30,3,-1,0,unknown,false
30,technician,single,secondary,false,4787,true,false,unknown,4,jun,99,2,-1,0,unknown,false
39,technician,married,secondary,true,-183,true,false,unknown,14,may,202,2,-1,0,unknown,false
28,blue-collar,married,primary,false,702,true,false,unknown,26,jun,318,2,-1,0,unknown,false
31,management,single,tertiary,false,1494,false,false,cellular,13,aug,275,12,-1,0,unknown,false
31,blue-collar,married,primary,false,0,true,true,unknown,12,may,59,4,-1,0,unknown,false
38,management,married,tertiary,false,46,false,false,cellular,29,aug,70,4,-1,0,unknown,false
31,blue-collar,single,secondary,false,609,true,false,cellular,14,apr,1126,1,335,1,failure,false
74,retired,divorced,secondary,false,4079,false,false,cellular,19,oct,343,3,-1,0,unknown,true
40,management,single,tertiary,false,0,true,false,cellular,23,feb,228,2,182,6,failure,true
43,technician,married,secondary,false,7876,true,false,cellular,11,aug,209,2,-1,0,unknown,false
34,technician,single,tertiary,false,925,true,false,cellular,13,apr,709,1,-1,0,unknown,true
54,management,divorced,tertiary,false,7010,false,false,cellular,11,mar,275,2,-1,0,unknown,false
51,blue-collar,married,primary,false,42,true,false,cellular,12,may,51,2,342,3,failure,false
33,blue-collar,married,secondary,false,285,false,true,unknown,3,jul,267,1,-1,0,unknown,false
41,technician,married,tertiary,false,0,false,false,unknown,20,jun,95,1,-1,0,unknown,false
33,management,single,tertiary,false,3170,false,false,cellular,28,oct,246,2,-1,0,unknown,false
48,admin.,married,secondary,false,8,false,true,cellular,7,jul,46,1,-1,0,unknown,false
42,self-employed,divorced,tertiary,false,216,true,false,cellular,8,may,144,3,-1,0,unknown,false
35,management,single,tertiary,false,2975,false,false,cellular,8,aug,249,2,-1,0,unknown,false
25,admin.,married,secondary,false,894,true,false,unknown,28,may,328,1,-1,0,unknown,false
38,blue-collar,single,primary,false,490,true,true,unknown,25,aug,17,1,-1,0,unknown,false
45,entrepreneur,married,secondary,false,245,true,false,unknown,14,may,126,3,-1,0,unknown,false
59,management,divorced,tertiary,false,0,true,false,cellular,31,jul,52,8,-1,0,unknown,false
47,management,married,unknown,false,150,false,false,unknown,9,jun,52,1,-1,0,unknown,false
33,management,married,tertiary,false,4,true,false,cellular,16,jul,285,5,-1,0,unknown,false
59,management,married,primary,false,1727,false,false,telephone,25,may,500,4,358,2,failure,true
41,blue-collar,divorced,primary,false,664,false,true,cellular,15,jul,955,5,-1,0,unknown,true
42,technician,married,secondary,false,473,true,false,cellular,7,jul,216,5,-1,0,unknown,false
51,technician,divorced,tertiary,false,0,false,false,cellular,28,aug,84,7,-1,0,unknown,false
45,management,married,tertiary,false,-192,true,false,cellular,6,may,138,3,-1,0,unknown,false
30,management,married,tertiary,false,1942,true,true,cellular,21,nov,436,2,178,3,other,true
33,blue-collar,single,secondary,false,5137,true,false,cellular,6,may,123,1,-1,0,unknown,false
43,management,married,tertiary,false,13044,false,false,cellular,18,aug,36,4,-1,0,unknown,false
37,blue-collar,married,secondary,false,1053,false,false,unknown,16,jun,405,3,-1,0,unknown,false
73,retired,married,primary,false,154,false,false,cellular,15,oct,103,1,-1,0,unknown,false
43,blue-collar,married,secondary,false,625,true,false,unknown,30,sep,175,1,-1,0,unknown,false
52,unemployed,married,primary,false,255,false,true,cellular,10,jul,374,3,-1,0,unknown,false
44,management,married,tertiary,false,529,true,false,unknown,4,jun,129,4,-1,0,unknown,false
56,management,married,tertiary,false,318,false,true,telephone,9,jul,246,3,-1,0,unknown,false
21,services,single,secondary,false,1903,true,false,unknown,29,may,107,2,-1,0,unknown,false
43,unknown,married,tertiary,false,1937,false,false,unknown,19,jun,385,1,-1,0,unknown,false
54,management,married,primary,false,3859,false,true,cellular,20,nov,104,3,-1,0,unknown,false
59,technician,married,primary,false,4198,false,false,cellular,14,jan,309,1,91,10,success,true
52,blue-collar,married,primary,false,230,true,false,cellular,6,may,198,2,170,2,failure,false
31,admin.,single,secondary,false,747,true,false,unknown,26,may,543,2,-1,0,unknown,true
53,admin.,married,secondary,false,263,false,true,cellular,18,jul,143,7,-1,0,unknown,false
24,technician,single,secondary,false,-46,true,false,unknown,19,may,23,1,-1,0,unknown,false
57,retired,married,secondary,false,0,false,true,unknown,30,jun,104,2,-1,0,unknown,false
48,technician,married,secondary,false,568,true,false,cellular,2,sep,378,2,386,1,success,true
57,technician,married,secondary,false,1469,true,false,cellular,17,nov,364,1,-1,0,unknown,false
51,technician,married,secondary,false,18,false,true,cellular,25,jul,363,6,-1,0,unknown,false
50,management,divorced,tertiary,false,201,true,false,cellular,24,jul,248,1,-1,0,unknown,false
34,blue-collar,married,secondary,false,1412,true,true,unknown,27,may,157,2,-1,0,unknown,false
43,blue-collar,married,primary,false,-93,true,false,unknown,26,may,402,2,-1,0,unknown,false
31,services,married,secondary,false,-331,true,false,unknown,23,may,203,5,-1,0,unknown,false
29,blue-collar,married,unknown,false,486,true,false,cellular,6,may,422,1,363,1,failure,false
39,blue-collar,married,primary,false,694,true,false,cellular,21,nov,44,1,-1,0,unknown,false
36,management,single,tertiary,false,2806,true,false,unknown,30,may,358,4,-1,0,unknown,false
38,unemployed,single,tertiary,false,0,false,false,cellular,6,feb,39,2,-1,0,unknown,false
56,management,divorced,tertiary,false,2959,true,false,telephone,18,may,325,1,-1,0,unknown,false
41,housemaid,divorced,primary,false,22,true,false,cellular,18,nov,238,3,126,4,other,false
47,technician,married,secondary,false,1167,true,false,cellular,30,apr,968,1,87,5,failure,true
38,management,single,tertiary,false,35,true,false,cellular,17,apr,156,1,273,3,failure,false
80,retired,married,secondary,false,8304,false,false,telephone,6,apr,681,1,118,11,success,false
37,services,married,secondary,false,4760,true,false,cellular,20,nov,187,2,-1,0,unknown,false
44,management,single,tertiary,false,-1313,true,true,cellular,15,may,104,10,-1,0,unknown,false
33,blue-collar,single,secondary,false,697,false,false,cellular,6,feb,860,2,-1,0,unknown,true
53,technician,married,secondary,false,230,false,true,cellular,13,aug,112,2,-1,0,unknown,false
69,retired,married,tertiary,false,473,false,false,cellular,7,jul,112,1,78,1,failure,false
46,technician,married,secondary,false,1427,true,false,unknown,14,may,32,3,-1,0,unknown,false
30,management,single,tertiary,false,201,true,false,cellular,17,mar,325,2,-1,0,unknown,true
31,self-employed,single,secondary,false,1086,false,false,cellular,20,nov,410,1,-1,0,unknown,false
38,management,divorced,tertiary,false,4335,true,false,cellular,20,nov,640,1,-1,0,unknown,false
34,services,divorced,secondary,false,44,false,false,unknown,9,jun,118,1,-1,0,unknown,false
48,unknown,married,unknown,false,286,false,false,cellular,30,jul,166,2,-1,0,unknown,false
46,blue-collar,divorced,primary,false,216,false,false,cellular,2,feb,173,1,-1,0,unknown,false
42,admin.,married,secondary,false,214,true,false,unknown,28,may,21,24,-1,0,unknown,false
41,blue-collar,married,secondary,false,343,true,false,unknown,14,may,89,7,-1,0,unknown,false
33,blue-collar,married,secondary,false,-77,true,false,cellular,28,jul,151,3,-1,0,unknown,false
39,blue-collar,married,primary,false,1046,false,false,unknown,19,jun,112,4,-1,0,unknown,false
27,student,single,secondary,false,1566,false,false,cellular,30,jan,164,5,-1,0,unknown,false
26,management,single,tertiary,false,592,false,false,telephone,29,jan,145,2,164,1,other,false
38,management,single,tertiary,false,104,true,false,cellular,6,may,606,3,-1,0,unknown,true
48,blue-collar,married,secondary,false,0,true,false,unknown,26,may,105,1,-1,0,unknown,false
54,services,married,secondary,false,-22,false,true,cellular,9,jul,85,1,-1,0,unknown,false
51,services,married,secondary,false,0,false,false,cellular,18,jul,439,3,-1,0,unknown,false
47,technician,married,secondary,false,72,false,false,unknown,29,may,278,1,-1,0,unknown,false
53,technician,married,secondary,false,100,false,false,cellular,13,aug,205,4,-1,0,unknown,false
35,blue-collar,married,primary,false,319,true,false,cellular,16,jul,221,1,-1,0,unknown,false
58,management,married,tertiary,false,9339,true,false,telephone,18,nov,52,3,172,3,other,false
52,management,divorced,tertiary,false,50,true,false,unknown,12,jun,84,3,-1,0,unknown,false
57,retired,married,secondary,true,32,true,false,cellular,15,may,476,3,-1,0,unknown,false
52,management,married,tertiary,false,6922,false,false,cellular,20,nov,371,1,-1,0,unknown,false
35,management,single,tertiary,false,633,true,false,cellular,17,apr,128,3,-1,0,unknown,false
48,technician,married,secondary,false,4265,true,false,unknown,13,may,220,2,-1,0,unknown,false
46,entrepreneur,married,tertiary,false,2262,false,false,telephone,14,jul,44,14,-1,0,unknown,false
39,services,married,secondary,false,1970,true,false,unknown,8,jun,30,1,404,2,success,false
38,self-employed,divorced,tertiary,false,1513,false,false,cellular,7,may,330,1,342,1,failure,false
34,entrepreneur,married,secondary,false,4659,true,false,unknown,30,aug,28,1,-1,0,unknown,false
47,entrepreneur,married,primary,false,668,false,false,cellular,12,may,908,1,-1,0,unknown,false
35,management,divorced,tertiary,false,649,false,false,cellular,16,apr,177,1,-1,0,unknown,false
46,blue-collar,divorced,primary,false,452,true,false,unknown,9,may,113,4,-1,0,unknown,false
27,admin.,single,secondary,false,-145,true,false,telephone,15,may,289,8,-1,0,unknown,false
31,blue-collar,married,secondary,false,-498,true,false,cellular,21,jul,357,1,-1,0,unknown,false
31,management,single,tertiary,false,0,false,false,cellular,28,aug,38,16,-1,0,unknown,false
46,admin.,married,secondary,false,22,true,false,cellular,7,aug,414,4,-1,0,unknown,false
31,admin.,married,secondary,false,2304,true,false,cellular,20,nov,257,2,-1,0,unknown,false
33,management,married,tertiary,false,1412,true,false,unknown,19,aug,480,1,-1,0,unknown,true
42,housemaid,married,primary,false,145,false,false,cellular,20,aug,252,2,-1,0,unknown,false
33,management,single,primary,false,4897,true,false,unknown,20,may,151,1,-1,0,unknown,false
40,housemaid,married,primary,false,1832,false,false,cellular,6,feb,213,4,-1,0,unknown,false
51,blue-collar,married,primary,false,3726,false,true,cellular,27,aug,119,12,-1,0,unknown,false
31,unemployed,married,tertiary,false,591,false,false,cellular,21,nov,161,2,-1,0,unknown,false
62,retired,divorced,tertiary,false,0,false,false,cellular,13,nov,227,2,-1,0,unknown,true
24,student,single,secondary,false,508,true,false,telephone,18,may,12,3,374,1,other,false
48,unemployed,married,secondary,false,817,false,false,cellular,14,jan,517,1,282,4,success,true
41,technician,divorced,secondary,false,348,true,false,cellular,7,may,225,2,275,2,failure,false
43,management,married,tertiary,false,291,true,false,unknown,9,may,150,2,-1,0,unknown,false
52,technician,married,secondary,false,3554,false,true,cellular,8,jul,89,1,-1,0,unknown,false
54,blue-collar,married,primary,false,781,true,false,unknown,9,may,103,2,-1,0,unknown,false
32,technician,divorced,tertiary,false,267,false,false,cellular,26,may,128,1,-1,0,unknown,false
38,blue-collar,married,primary,false,1327,true,false,cellular,20,nov,277,1,-1,0,unknown,false
41,admin.,married,primary,false,-306,true,false,unknown,15,may,500,1,-1,0,unknown,true
31,blue-collar,single,primary,false,864,true,false,telephone,14,may,113,2,-1,0,unknown,false
35,housemaid,married,tertiary,false,1265,true,false,cellular,15,may,326,5,179,4,failure,true
26,admin.,married,secondary,false,0,false,false,unknown,27,may,755,1,-1,0,unknown,false
52,technician,married,tertiary,false,214,false,false,cellular,29,aug,161,3,-1,0,unknown,false
58,retired,married,secondary,false,425,true,true,cellular,17,nov,100,1,-1,0,unknown,false
57,housemaid,married,tertiary,false,3,false,false,cellular,4,aug,142,2,-1,0,unknown,false
34,management,married,tertiary,false,0,true,false,unknown,8,may,214,2,-1,0,unknown,false
59,blue-collar,married,primary,false,0,false,false,cellular,18,nov,167,2,-1,0,unknown,false
27,technician,single,secondary,false,282,false,true,cellular,9,jul,676,5,-1,0,unknown,false
42,entrepreneur,married,tertiary,false,0,false,false,cellular,9,jul,236,1,-1,0,unknown,false
47,housemaid,single,tertiary,false,3727,false,false,unknown,12,jun,993,6,-1,0,unknown,true
33,blue-collar,married,secondary,false,0,true,true,cellular,28,jul,83,12,-1,0,unknown,false
31,services,single,secondary,false,864,true,false,cellular,6,may,100,1,-1,0,unknown,false
37,management,married,tertiary,false,4089,true,false,cellular,2,feb,289,2,174,4,other,true
29,blue-collar,married,secondary,false,-478,false,true,cellular,8,jul,528,2,-1,0,unknown,false
38,unemployed,married,primary,false,-363,false,false,unknown,12,jun,340,2,-1,0,unknown,false
35,self-employed,married,secondary,false,8883,false,false,cellular,21,nov,33,3,-1,0,unknown,false
31,technician,single,secondary,false,1970,false,false,telephone,17,apr,284,3,-1,0,unknown,false
62,management,married,tertiary,false,1859,false,false,telephone,6,aug,245,3,-1,0,unknown,true
32,technician,single,tertiary,false,1059,true,false,cellular,17,apr,115,1,-1,0,unknown,false
31,services,married,secondary,false,388,true,false,unknown,5,may,730,2,-1,0,unknown,false
51,blue-collar,divorced,primary,false,602,true,false,cellular,11,may,347,1,284,2,failure,false
29,services,single,secondary,false,0,false,false,cellular,17,jul,58,1,-1,0,unknown,false
43,blue-collar,married,primary,false,255,true,false,cellular,17,jul,180,1,-1,0,unknown,false
36,blue-collar,married,secondary,false,63,true,false,unknown,2,jun,56,8,-1,0,unknown,false
34,self-employed,married,primary,false,712,true,false,unknown,2,jun,326,3,-1,0,unknown,false
29,services,married,secondary,false,57,true,false,telephone,21,jul,342,9,-1,0,unknown,false
57,retired,married,secondary,false,523,false,true,cellular,2,feb,49,6,-1,0,unknown,false
43,management,married,tertiary,false,422,false,false,cellular,12,aug,110,1,-1,0,unknown,false
33,services,married,secondary,false,386,false,false,cellular,12,nov,253,1,92,4,failure,true
60,management,married,tertiary,false,3387,false,false,cellular,14,aug,636,2,-1,0,unknown,false
51,technician,married,primary,false,260,false,false,cellular,19,aug,137,2,-1,0,unknown,false
40,admin.,single,secondary,false,-1,false,false,cellular,7,jul,173,1,-1,0,unknown,false
51,technician,married,secondary,false,1490,true,false,cellular,18,jul,227,2,-1,0,unknown,false
38,services,married,secondary,false,497,true,true,unknown,19,may,88,5,-1,0,unknown,false
35,technician,married,secondary,false,1707,true,false,unknown,2,jun,426,3,-1,0,unknown,false
47,technician,married,secondary,false,826,true,false,telephone,18,nov,195,3,112,8,other,false
45,blue-collar,married,primary,false,907,false,false,cellular,18,aug,230,8,-1,0,unknown,false
40,services,married,secondary,false,1836,true,false,cellular,12,may,750,2,-1,0,unknown,true
29,entrepreneur,single,secondary,false,404,false,false,cellular,30,jan,413,3,-1,0,unknown,false
52,management,divorced,tertiary,false,907,true,false,unknown,4,jun,104,2,-1,0,unknown,false
26,technician,married,secondary,false,18,true,true,cellular,5,may,138,1,-1,0,unknown,false
31,blue-collar,single,primary,false,-495,true,false,unknown,29,may,334,2,-1,0,unknown,false
55,services,married,unknown,false,1210,true,false,unknown,30,may,868,1,-1,0,unknown,false
35,services,married,secondary,false,819,true,false,telephone,14,jul,102,14,-1,0,unknown,false
56,management,divorced,tertiary,false,442,false,false,unknown,28,may,77,3,-1,0,unknown,false
28,blue-collar,single,secondary,false,-46,true,false,cellular,1,sep,199,1,92,14,success,true
27,student,single,secondary,false,671,true,false,unknown,7,may,332,2,-1,0,unknown,false
30,technician,married,secondary,false,371,false,false,cellular,7,aug,124,2,-1,0,unknown,false
51,technician,married,tertiary,false,-3,false,false,cellular,25,aug,91,9,-1,0,unknown,false
33,management,married,secondary,false,11,true,false,cellular,4,may,104,3,-1,0,unknown,false
32,blue-collar,single,secondary,false,33,true,false,cellular,18,may,125,1,368,4,failure,false
43,entrepreneur,married,secondary,false,104,true,false,cellular,18,jul,635,3,-1,0,unknown,true
46,blue-collar,married,primary,false,174,false,true,cellular,15,jul,90,1,-1,0,unknown,false
32,management,married,tertiary,false,3107,true,true,cellular,25,jul,310,1,-1,0,unknown,false
40,services,married,secondary,false,1438,true,false,cellular,6,may,207,1,351,2,failure,false
39,blue-collar,married,secondary,false,1367,false,false,unknown,12,jun,43,1,-1,0,unknown,false
51,blue-collar,married,primary,false,-11,false,false,telephone,16,jul,126,4,-1,0,unknown,false
46,admin.,single,secondary,false,1693,true,false,cellular,25,jan,137,1,97,1,success,false
43,blue-collar,married,primary,false,778,true,true,unknown,15,may,284,5,-1,0,unknown,false
36,technician,married,tertiary,false,837,false,false,cellular,28,aug,68,6,-1,0,unknown,false
48,management,married,tertiary,false,363,false,false,cellular,18,nov,67,1,-1,0,unknown,false
26,admin.,single,secondary,false,236,true,true,cellular,18,may,8,2,-1,0,unknown,false
39,admin.,single,unknown,false,0,true,false,cellular,11,may,62,1,-1,0,unknown,false
47,management,married,tertiary,false,-50,false,true,cellular,7,jul,175,1,-1,0,unknown,false
23,entrepreneur,single,primary,false,4,true,false,unknown,13,may,395,2,-1,0,unknown,true
54,management,divorced,tertiary,false,26306,true,false,cellular,11,feb,27,1,84,3,failure,false
38,admin.,married,secondary,false,46,true,true,unknown,6,may,195,1,-1,0,unknown,false
33,technician,married,secondary,false,575,false,true,cellular,4,feb,254,2,-1,0,unknown,false
35,admin.,divorced,secondary,false,148,false,true,cellular,8,jul,199,1,-1,0,unknown,false
52,services,married,secondary,false,431,false,false,cellular,26,aug,73,17,-1,0,unknown,false
25,technician,single,tertiary,false,777,true,false,unknown,14,may,351,1,-1,0,unknown,false
29,management,married,tertiary,false,199,true,true,unknown,7,may,1689,4,-1,0,unknown,true
35,technician,single,tertiary,false,3552,false,false,cellular,21,nov,267,1,-1,0,unknown,false
49,services,married,secondary,false,47,false,false,unknown,5,may,234,2,-1,0,unknown,false
41,admin.,divorced,secondary,false,3823,false,false,cellular,26,apr,234,10,-1,0,unknown,false
32,management,married,tertiary,false,138,false,false,cellular,20,aug,94,4,-1,0,unknown,false
29,admin.,single,secondary,false,1117,true,false,unknown,8,may,77,2,-1,0,unknown,false
28,blue-collar,married,secondary,false,1325,true,false,cellular,15,may,242,1,-1,0,unknown,false
59,retired,married,secondary,false,0,false,false,cellular,18,jul,247,4,-1,0,unknown,false
34,entrepreneur,married,tertiary,false,4343,false,false,unknown,9,jun,85,4,-1,0,unknown,false
55,management,divorced,tertiary,false,1598,false,false,cellular,22,aug,607,4,-1,0,unknown,false
34,management,married,tertiary,false,3301,true,false,cellular,17,jun,485,2,227,4,failure,true
24,student,single,secondary,false,822,false,false,cellular,27,oct,184,1,91,2,failure,true
42,technician,divorced,secondary,false,-280,true,false,unknown,26,may,258,1,-1,0,unknown,false
34,management,single,unknown,false,1534,true,false,cellular,16,apr,156,1,147,7,other,false
34,admin.,married,secondary,false,1671,false,false,unknown,21,may,160,1,-1,0,unknown,false
51,self-employed,married,tertiary,false,2007,false,false,unknown,16,jun,1021,1,-1,0,unknown,false
58,blue-collar,married,primary,false,0,true,false,cellular,31,jul,5,25,-1,0,unknown,false
44,technician,married,secondary,false,2776,true,false,cellular,27,jan,701,1,-1,0,unknown,true
33,blue-collar,married,secondary,false,139,true,true,cellular,18,may,732,2,291,5,failure,true
34,management,married,tertiary,false,573,false,false,cellular,10,aug,122,1,-1,0,unknown,false
34,admin.,married,secondary,false,475,true,false,unknown,7,may,559,1,-1,0,unknown,false
42,blue-collar,divorced,secondary,false,47,true,true,unknown,8,may,141,1,-1,0,unknown,false
46,management,single,tertiary,false,2154,true,false,cellular,21,jul,87,4,-1,0,unknown,false
31,self-employed,single,tertiary,false,96,false,false,cellular,5,feb,577,1,-1,0,unknown,false
39,entrepreneur,married,tertiary,false,83,true,false,cellular,11,jul,193,2,-1,0,unknown,false
34,management,single,tertiary,false,6766,false,false,cellular,28,aug,210,5,-1,0,unknown,false
47,technician,married,secondary,false,3973,false,false,cellular,6,aug,732,2,-1,0,unknown,false
42,services,divorced,secondary,false,372,true,true,unknown,6,may,121,2,-1,0,unknown,false
48,blue-collar,single,secondary,false,-552,false,true,cellular,21,nov,150,2,-1,0,unknown,false
30,self-employed,single,tertiary,false,48,false,false,cellular,21,nov,140,1,-1,0,unknown,false
38,technician,married,secondary,false,7696,true,false,cellular,20,nov,386,2,-1,0,unknown,false
24,services,married,secondary,false,4500,true,false,cellular,11,may,733,2,-1,0,unknown,true
34,technician,married,secondary,false,1,true,false,cellular,19,nov,108,1,-1,0,unknown,false
46,management,single,tertiary,false,46,false,true,cellular,17,nov,80,1,152,1,failure,false
32,admin.,divorced,secondary,true,-18,true,false,unknown,12,may,155,3,-1,0,unknown,false
46,services,married,secondary,false,451,true,true,cellular,13,may,389,4,-1,0,unknown,false
26,self-employed,married,tertiary,false,479,true,false,cellular,9,feb,133,3,-1,0,unknown,false
42,blue-collar,married,secondary,false,0,true,false,cellular,21,nov,328,6,-1,0,unknown,false
50,technician,married,secondary,false,1130,true,false,cellular,23,jul,119,2,-1,0,unknown,false
41,blue-collar,married,primary,false,389,true,false,unknown,16,jun,87,6,-1,0,unknown,false
34,admin.,single,secondary,false,10,false,true,cellular,18,nov,162,1,173,3,failure,false
32,services,married,secondary,false,401,true,false,unknown,15,may,294,2,-1,0,unknown,false
58,housemaid,single,tertiary,false,145,true,true,cellular,16,jul,128,2,-1,0,unknown,false
45,technician,married,secondary,false,115,true,false,cellular,6,may,108,1,-1,0,unknown,false
28,admin.,single,secondary,false,89,true,true,cellular,6,feb,172,2,-1,0,unknown,false
35,technician,married,secondary,false,94,true,true,unknown,14,may,208,5,-1,0,unknown,false
39,services,married,secondary,false,1438,true,false,unknown,20,may,212,2,-1,0,unknown,false
49,unemployed,divorced,tertiary,false,780,false,false,cellular,8,nov,148,1,871,2,failure,false
50,management,married,tertiary,false,207,true,false,cellular,4,feb,99,1,-1,0,unknown,false
37,management,married,tertiary,false,238,false,false,cellular,3,feb,185,1,92,1,success,true
45,blue-collar,married,primary,false,2433,false,false,cellular,6,aug,133,2,-1,0,unknown,false
30,housemaid,single,secondary,false,1924,false,false,cellular,6,feb,170,1,-1,0,unknown,false
48,unemployed,married,tertiary,false,-471,true,false,unknown,19,may,668,7,-1,0,unknown,false
36,management,single,tertiary,false,1531,true,false,cellular,8,may,81,3,170,1,failure,false
41,management,single,secondary,false,764,false,false,cellular,12,jun,230,2,-1,0,unknown,false
55,blue-collar,married,secondary,false,383,false,false,unknown,5,may,287,1,-1,0,unknown,false
70,retired,married,primary,false,3782,false,false,cellular,16,mar,618,1,-1,0,unknown,false
41,management,married,tertiary,false,326,true,false,cellular,5,may,788,1,-1,0,unknown,true
47,services,divorced,secondary,false,691,false,false,cellular,6,feb,285,6,-1,0,unknown,false
34,technician,single,secondary,false,0,false,false,cellular,21,aug,163,2,-1,0,unknown,false
33,management,single,tertiary,false,99,false,false,cellular,8,jul,159,1,-1,0,unknown,false
58,retired,married,secondary,false,502,true,false,cellular,12,may,197,2,370,3,failure,false
51,management,married,tertiary,false,-15,false,false,cellular,25,jul,212,2,-1,0,unknown,false
45,management,married,tertiary,false,1929,true,false,unknown,29,may,44,15,-1,0,unknown,false
55,admin.,married,secondary,false,0,false,false,cellular,23,sep,180,2,238,3,success,false
30,blue-collar,single,primary,false,185,false,false,unknown,26,jun,11,1,-1,0,unknown,false
33,management,single,secondary,false,-424,true,false,unknown,26,may,863,1,-1,0,unknown,false
27,services,single,secondary,false,0,true,false,unknown,7,may,388,7,-1,0,unknown,false
59,retired,married,secondary,false,319,true,false,unknown,5,may,143,3,-1,0,unknown,false
34,management,single,tertiary,false,171,true,false,cellular,7,may,191,1,294,1,failure,false
47,technician,divorced,tertiary,false,-1148,true,true,unknown,27,may,62,2,-1,0,unknown,false
44,blue-collar,married,primary,false,-11,true,false,unknown,9,may,13,1,-1,0,unknown,false
35,admin.,single,secondary,false,0,true,false,cellular,13,may,1073,1,-1,0,unknown,true
45,management,married,tertiary,false,-206,true,false,cellular,6,may,337,2,-1,0,unknown,false
42,blue-collar,married,primary,false,704,true,true,telephone,31,jul,88,10,-1,0,unknown,false
38,technician,married,secondary,false,1931,false,false,cellular,2,jun,167,1,298,10,other,false
34,technician,single,secondary,false,943,false,false,cellular,29,aug,96,4,-1,0,unknown,false
35,technician,married,secondary,false,327,true,false,cellular,13,apr,537,3,-1,0,unknown,false
29,management,single,secondary,false,-105,true,false,unknown,27,may,5,3,-1,0,unknown,false
58,retired,married,secondary,false,983,false,false,cellular,5,aug,139,1,-1,0,unknown,false
44,blue-collar,single,primary,false,787,true,false,unknown,30,may,570,2,-1,0,unknown,false
45,entrepreneur,married,tertiary,false,0,true,false,cellular,29,jul,100,3,-1,0,unknown,false
43,blue-collar,married,secondary,false,3060,true,false,unknown,15,may,253,2,-1,0,unknown,false
44,services,married,secondary,false,5780,true,false,cellular,1,apr,525,2,-1,0,unknown,false
